date,number
2020/01/02 12:15,625
2020/01/02 12:20,629
2020/01/02 12:25,544
2020/01/02 12:30,487
2020/01/02 12:35,369
2020/01/02 12:40,471
2020/01/02 12:45,392
2020/01/02 12:50,326
2020/01/02 12:55,620
2020/01/02 13:00,507
2020/01/02 13:05,637
2020/01/02 13:10,621
2020/01/02 13:15,434
2020/01/02 13:20,364
2020/01/02 13:25,351
2020/01/02 13:30,263
2020/01/02 13:35,573
2020/01/02 13:40,469
2020/01/02 13:45,522
2020/01/02 13:50,364
2020/01/02 13:55,485
2020/01/02 14:00,530
2020/01/02 14:05,524
2020/01/02 14:10,722
2020/01/02 14:15,772
2020/01/02 14:20,519
2020/01/02 14:25,584
2020/01/02 14:30,677
2020/01/02 14:35,623
2020/01/02 14:40,701
2020/01/02 14:45,647
2020/01/02 14:50,773
2020/01/02 14:55,634
2020/01/02 15:00,722
2020/01/02 15:05,978
2020/01/02 15:10,885
2020/01/02 15:15,926
2020/01/02 15:20,672
2020/01/02 15:25,702
2020/01/02 15:30,960
2020/01/02 15:35,653
2020/01/02 15:40,728
2020/01/02 15:45,753
2020/01/02 15:50,943
2020/01/02 15:55,613
2020/01/02 16:00,637
2020/01/02 16:05,623
2020/01/02 16:10,633
2020/01/02 16:15,525
2020/01/02 16:20,535
2020/01/02 16:25,561
2020/01/02 16:30,606
2020/01/02 16:35,522
2020/01/02 16:40,464
2020/01/02 16:45,556
2020/01/02 16:50,640
2020/01/02 16:55,536
2020/01/02 17:00,579
2020/01/02 17:05,397
2020/01/02 17:10,642
2020/01/02 17:15,524
2020/01/02 17:20,502
2020/01/02 17:25,548
2020/01/02 17:30,598
2020/01/02 17:35,578
2020/01/02 17:40,628
2020/01/02 17:45,444
2020/01/02 17:50,412
2020/01/02 17:55,443
2020/01/02 18:00,530
2020/01/02 18:05,376
2020/01/02 18:10,327
2020/01/02 18:15,385
2020/01/02 18:20,485
2020/01/02 18:25,462
2020/01/02 18:30,344
2020/01/02 18:35,365
2020/01/02 18:40,395
2020/01/02 18:45,353
2020/01/02 18:50,216
2020/01/02 18:55,257
2020/01/02 19:00,217
2020/01/02 19:05,331
2020/01/02 19:10,264
2020/01/02 19:15,273
2020/01/02 19:20,296
2020/01/02 19:25,246
2020/01/02 19:30,284
2020/01/02 19:35,291
2020/01/02 19:40,221
2020/01/02 19:45,252
2020/01/02 19:50,248
2020/01/02 19:55,389
2020/01/02 20:00,354
2020/01/02 20:05,222
2020/01/02 20:10,324
2020/01/02 20:15,269
2020/01/02 20:20,354
2020/01/02 20:25,277
2020/01/02 20:30,166
2020/01/02 20:35,278
2020/01/02 20:40,244
2020/01/02 20:45,153
2020/01/02 20:50,152
2020/01/02 20:55,173
2020/01/02 21:00,231
2020/01/02 21:05,164
2020/01/02 21:10,178
2020/01/02 21:15,140
2020/01/02 21:20,182
2020/01/02 21:25,186
2020/01/02 21:30,99
2020/01/02 21:35,95
2020/01/02 21:40,153
2020/01/02 21:45,113
2020/01/02 21:50,183
2020/01/02 21:55,112
2020/01/02 22:00,124
2020/01/02 22:05,113
2020/01/02 22:10,63
2020/01/02 22:15,104
2020/01/02 22:20,66
2020/01/02 22:25,83
2020/01/02 22:30,59
2020/01/02 22:35,92
2020/01/02 22:40,96
2020/01/02 22:45,94
2020/01/02 22:50,83
2020/01/02 22:55,91
2020/01/02 23:00,59
2020/01/02 23:05,31
2020/01/02 23:10,114
2020/01/02 23:15,65
2020/01/02 23:20,64
2020/01/02 23:25,116
2020/01/02 23:30,131
2020/01/02 23:35,88
2020/01/02 23:40,66
2020/01/02 23:45,98
2020/01/02 23:50,36
2020/01/02 23:55,102
2020/01/03 00:00,50
2020/01/03 00:05,25
2020/01/03 00:10,42
2020/01/03 00:15,25
2020/01/03 00:20,19
2020/01/03 00:25,16
2020/01/03 00:30,20
2020/01/03 00:35,38
2020/01/03 00:40,45
2020/01/03 00:45,24
2020/01/03 00:50,46
2020/01/03 00:55,63
2020/01/03 01:00,109
2020/01/03 01:05,23
2020/01/03 01:10,21
2020/01/03 01:15,18
2020/01/03 01:20,27
2020/01/03 01:25,11
2020/01/03 01:30,10
2020/01/03 01:35,17
2020/01/03 01:40,10
2020/01/03 01:45,13
2020/01/03 01:50,21
2020/01/03 01:55,11
2020/01/03 02:00,18
2020/01/03 02:05,12
2020/01/03 02:10,8
2020/01/03 02:15,9
2020/01/03 02:20,9
2020/01/03 02:25,5
2020/01/03 02:30,9
2020/01/03 02:35,16
2020/01/03 02:40,16
2020/01/03 02:45,12
2020/01/03 02:50,2
2020/01/03 02:55,5
2020/01/03 03:00,10
2020/01/03 03:05,18
2020/01/03 03:10,4
2020/01/03 03:15,35
2020/01/03 03:20,1
2020/01/03 03:25,26
2020/01/03 03:30,25
2020/01/03 03:35,12
2020/01/03 03:40,33
2020/01/03 03:45,30
2020/01/03 03:50,79
2020/01/03 03:55,37
2020/01/03 04:00,19
2020/01/03 04:05,52
2020/01/03 04:10,25
2020/01/03 04:15,2
2020/01/03 04:20,10
2020/01/03 04:25,33
2020/01/03 04:30,67
2020/01/03 04:35,65
2020/01/03 04:40,15
2020/01/03 04:45,11
2020/01/03 04:50,32
2020/01/03 04:55,138
2020/01/03 05:00,135
2020/01/03 05:05,55
2020/01/03 05:10,30
2020/01/03 05:15,43
2020/01/03 05:20,65
2020/01/03 05:25,45
2020/01/03 05:30,94
2020/01/03 05:35,30
2020/01/03 05:40,41
2020/01/03 05:45,192
2020/01/03 05:50,226
2020/01/03 05:55,133
2020/01/03 06:00,233
2020/01/03 06:05,194
2020/01/03 06:10,118
2020/01/03 06:15,54
2020/01/03 06:20,100
2020/01/03 06:25,170
2020/01/03 06:30,245
2020/01/03 06:35,263
2020/01/03 06:40,258
2020/01/03 06:45,230
2020/01/03 06:50,371
2020/01/03 06:55,494
2020/01/03 07:00,315
2020/01/03 07:05,439
2020/01/03 07:10,493
2020/01/03 07:15,398
2020/01/03 07:20,370
2020/01/03 07:25,339
2020/01/03 07:30,490
2020/01/03 07:35,613
2020/01/03 07:40,661
2020/01/03 07:45,758
2020/01/03 07:50,813
2020/01/03 07:55,457
2020/01/03 08:00,615
2020/01/03 08:05,685
2020/01/03 08:10,773
2020/01/03 08:15,743
2020/01/03 08:20,940
2020/01/03 08:25,771
2020/01/03 08:30,677
2020/01/03 08:35,763
2020/01/03 08:40,724
2020/01/03 08:45,971
2020/01/03 08:50,864
2020/01/03 08:55,1012
2020/01/03 09:00,791
2020/01/03 09:05,769
2020/01/03 09:10,833
2020/01/03 09:15,991
2020/01/03 09:20,692
2020/01/03 09:25,1458
2020/01/03 09:30,1036
2020/01/03 09:35,1006
2020/01/03 09:40,1051
2020/01/03 09:45,976
2020/01/03 09:50,1073
2020/01/03 09:55,940
2020/01/03 10:00,904
2020/01/03 10:05,939
2020/01/03 10:10,784
2020/01/03 10:15,498
2020/01/03 10:20,545
2020/01/03 10:25,594
2020/01/03 10:30,949
2020/01/03 10:35,1047
2020/01/03 10:40,622
2020/01/03 10:45,734
2020/01/03 10:50,734
2020/01/03 10:55,710
2020/01/03 11:00,883
2020/01/03 11:05,935
2020/01/03 11:10,922
2020/01/03 11:15,779
2020/01/03 11:20,657
2020/01/03 11:25,620
2020/01/03 11:30,540
2020/01/03 11:35,601
2020/01/03 11:40,541
2020/01/03 11:45,515
2020/01/03 11:50,644
2020/01/03 11:55,921
2020/01/03 12:00,757
2020/01/03 12:05,715
2020/01/03 12:10,633
2020/01/03 12:15,588
2020/01/03 12:20,566
2020/01/03 12:25,370
2020/01/03 12:30,376
2020/01/03 12:35,376
2020/01/03 12:40,475
2020/01/03 12:45,397
2020/01/03 12:50,515
2020/01/03 12:55,436
2020/01/03 13:00,641
2020/01/03 13:05,396
2020/01/03 13:10,380
2020/01/03 13:15,381
2020/01/03 13:20,415
2020/01/03 13:25,627
2020/01/03 13:30,416
2020/01/03 13:35,287
2020/01/03 13:40,354
2020/01/03 13:45,245
2020/01/03 13:50,289
2020/01/03 13:55,453
2020/01/03 14:00,539
2020/01/03 14:05,505
2020/01/03 14:10,558
2020/01/03 14:15,559
2020/01/03 14:20,719
2020/01/03 14:25,528
2020/01/03 14:30,459
2020/01/03 14:35,433
2020/01/03 14:40,579
2020/01/03 14:45,578
2020/01/03 14:50,523
2020/01/03 14:55,699
2020/01/03 15:00,859
2020/01/03 15:05,633
2020/01/03 15:10,652
2020/01/03 15:15,730
2020/01/03 15:20,627
2020/01/03 15:25,582
2020/01/03 15:30,722
2020/01/03 15:35,411
2020/01/03 15:40,513
2020/01/03 15:45,789
2020/01/03 15:50,639
2020/01/03 15:55,594
2020/01/03 16:00,717
2020/01/03 16:05,685
2020/01/03 16:10,470
2020/01/03 16:15,549
2020/01/03 16:20,691
2020/01/03 16:25,441
2020/01/03 16:30,338
2020/01/03 16:35,576
2020/01/03 16:40,744
2020/01/03 16:45,443
2020/01/03 16:50,387
2020/01/03 16:55,590
2020/01/03 17:00,388
2020/01/03 17:05,478
2020/01/03 17:10,461
2020/01/03 17:15,764
2020/01/03 17:20,501
2020/01/03 17:25,628
2020/01/03 17:30,474
2020/01/03 17:35,358
2020/01/03 17:40,392
2020/01/03 17:45,452
2020/01/03 17:50,442
2020/01/03 17:55,474
2020/01/03 18:00,429
2020/01/03 18:05,411
2020/01/03 18:10,345
2020/01/03 18:15,384
2020/01/03 18:20,384
2020/01/03 18:25,382
2020/01/03 18:30,403
2020/01/03 18:35,407
2020/01/03 18:40,347
2020/01/03 18:45,180
2020/01/03 18:50,235
2020/01/03 18:55,218
2020/01/03 19:00,219
2020/01/03 19:05,213
2020/01/03 19:10,191
2020/01/03 19:15,230
2020/01/03 19:20,220
2020/01/03 19:25,183
2020/01/03 19:30,151
2020/01/03 19:35,224
2020/01/03 19:40,232
2020/01/03 19:45,234
2020/01/03 19:50,233
2020/01/03 19:55,265
2020/01/03 20:00,240
2020/01/03 20:05,243
2020/01/03 20:10,347
2020/01/03 20:15,235
2020/01/03 20:20,215
2020/01/03 20:25,255
2020/01/03 20:30,187
2020/01/03 20:35,104
2020/01/03 20:40,32
2020/01/03 20:45,34
2020/01/03 20:50,52
2020/01/03 20:55,16
2020/01/03 21:00,8
2020/01/03 21:05,1
2020/01/03 21:10,1
2020/01/03 21:15,1
2020/01/03 21:20,19
2020/01/03 21:25,38
2020/01/03 21:30,37
2020/01/03 21:35,88
2020/01/03 21:40,88
2020/01/03 21:45,119
2020/01/03 21:50,142
2020/01/03 21:55,138
2020/01/03 22:00,90
2020/01/03 22:05,91
2020/01/03 22:10,88
2020/01/03 22:15,119
2020/01/03 22:20,111
2020/01/03 22:25,127
2020/01/03 22:30,102
2020/01/03 22:35,81
2020/01/03 22:40,44
2020/01/03 22:45,87
2020/01/03 22:50,87
2020/01/03 22:55,63
2020/01/03 23:00,81
2020/01/03 23:05,55
2020/01/03 23:10,86
2020/01/03 23:15,51
2020/01/03 23:20,110
2020/01/03 23:25,53
2020/01/03 23:30,50
2020/01/03 23:35,46
2020/01/03 23:40,53
2020/01/03 23:45,66
2020/01/03 23:50,57
2020/01/03 23:55,75
2020/01/04 00:00,56
2020/01/04 00:05,41
2020/01/04 00:10,23
2020/01/04 00:15,39
2020/01/04 00:20,35
2020/01/04 00:25,39
2020/01/04 00:30,18
2020/01/04 00:35,76
2020/01/04 00:40,36
2020/01/04 00:45,27
2020/01/04 00:50,39
2020/01/04 00:55,28
2020/01/04 01:00,41
2020/01/04 01:05,33
2020/01/04 01:10,41
2020/01/04 01:15,21
2020/01/04 01:20,11
2020/01/04 01:25,26
2020/01/04 01:30,23
2020/01/04 01:35,29
2020/01/04 01:40,15
2020/01/04 01:45,23
2020/01/04 01:50,14
2020/01/04 01:55,24
2020/01/04 02:00,19
2020/01/04 02:05,12
2020/01/04 02:10,16
2020/01/04 02:15,37
2020/01/04 02:20,24
2020/01/04 02:25,28
2020/01/04 02:30,10
2020/01/04 02:35,17
2020/01/04 02:40,11
2020/01/04 02:45,8
2020/01/04 02:50,7
2020/01/04 02:55,1
2020/01/04 03:00,9
2020/01/04 03:05,5
2020/01/04 03:10,20
2020/01/04 03:15,18
2020/01/04 03:20,15
2020/01/04 03:25,10
2020/01/04 03:30,26
2020/01/04 03:35,3
2020/01/04 03:40,15
2020/01/04 03:45,9
2020/01/04 03:50,24
2020/01/04 03:55,12
2020/01/04 04:00,8
2020/01/04 04:05,36
2020/01/04 04:10,19
2020/01/04 04:15,19
2020/01/04 04:20,7
2020/01/04 04:25,12
2020/01/04 04:30,14
2020/01/04 04:35,39
2020/01/04 04:40,41
2020/01/04 04:45,13
2020/01/04 04:50,85
2020/01/04 04:55,58
2020/01/04 05:00,25
2020/01/04 05:05,28
2020/01/04 05:10,82
2020/01/04 05:15,42
2020/01/04 05:20,38
2020/01/04 05:25,108
2020/01/04 05:30,85
2020/01/04 05:35,34
2020/01/04 05:40,58
2020/01/04 05:45,220
2020/01/04 05:50,199
2020/01/04 05:55,412
2020/01/04 06:00,320
2020/01/04 06:05,245
2020/01/04 06:10,184
2020/01/04 06:15,157
2020/01/04 06:20,106
2020/01/04 06:25,220
2020/01/04 06:30,283
2020/01/04 06:35,254
2020/01/04 06:40,250
2020/01/04 06:45,179
2020/01/04 06:50,788
2020/01/04 06:55,503
2020/01/04 07:00,345
2020/01/04 07:05,279
2020/01/04 07:10,315
2020/01/04 07:15,506
2020/01/04 07:20,466
2020/01/04 07:25,700
2020/01/04 07:30,747
2020/01/04 07:35,619
2020/01/04 07:40,750
2020/01/04 07:45,983
2020/01/04 07:50,1061
2020/01/04 07:55,1384
2020/01/04 08:00,1019
2020/01/04 08:05,1001
2020/01/04 08:10,1163
2020/01/04 08:15,1201
2020/01/04 08:20,1213
2020/01/04 08:25,1028
2020/01/04 08:30,1193
2020/01/04 08:35,1083
2020/01/04 08:40,1156
2020/01/04 08:45,839
2020/01/04 08:50,856
2020/01/04 08:55,1144
2020/01/04 09:00,842
2020/01/04 09:05,929
2020/01/04 09:10,1130
2020/01/04 09:15,1490
2020/01/04 09:20,859
2020/01/04 09:25,966
2020/01/04 09:30,913
2020/01/04 09:35,1274
2020/01/04 09:40,1208
2020/01/04 09:45,1282
2020/01/04 09:50,1284
2020/01/04 09:55,1202
2020/01/04 10:00,865
2020/01/04 10:05,1397
2020/01/04 10:10,1167
2020/01/04 10:15,1305
2020/01/04 10:20,1290
2020/01/04 10:25,1189
2020/01/04 10:30,1012
2020/01/04 10:35,1067
2020/01/04 10:40,1201
2020/01/04 10:45,1044
2020/01/04 10:50,1330
2020/01/04 10:55,1467
2020/01/04 11:00,1159
2020/01/04 11:05,1231
2020/01/04 11:10,1217
2020/01/04 11:15,1027
2020/01/04 11:20,1004
2020/01/04 11:25,800
2020/01/04 11:30,1029
2020/01/04 11:35,1079
2020/01/04 11:40,716
2020/01/04 11:45,914
2020/01/04 11:50,735
2020/01/04 11:55,1014
2020/01/04 12:00,994
2020/01/04 12:05,935
2020/01/04 12:10,1070
2020/01/04 12:15,755
2020/01/04 12:20,594
2020/01/04 12:25,613
2020/01/04 12:30,794
2020/01/04 12:35,607
2020/01/04 12:40,687
2020/01/04 12:45,443
2020/01/04 12:50,471
2020/01/04 12:55,467
2020/01/04 13:00,624
2020/01/04 13:05,601
2020/01/04 13:10,463
2020/01/04 13:15,640
2020/01/04 13:20,651
2020/01/04 13:25,523
2020/01/04 13:30,537
2020/01/04 13:35,836
2020/01/04 13:40,567
2020/01/04 13:45,561
2020/01/04 13:50,625
2020/01/04 13:55,669
2020/01/04 14:00,757
2020/01/04 14:05,919
2020/01/04 14:10,608
2020/01/04 14:15,732
2020/01/04 14:20,851
2020/01/04 14:25,740
2020/01/04 14:30,741
2020/01/04 14:35,1079
2020/01/04 14:40,794
2020/01/04 14:45,777
2020/01/04 14:50,729
2020/01/04 14:55,676
2020/01/04 15:00,885
2020/01/04 15:05,1247
2020/01/04 15:10,1338
2020/01/04 15:15,909
2020/01/04 15:20,1079
2020/01/04 15:25,1205
2020/01/04 15:30,1108
2020/01/04 15:35,1077
2020/01/04 15:40,1166
2020/01/04 15:45,1216
2020/01/04 15:50,1402
2020/01/04 15:55,1213
2020/01/04 16:00,1113
2020/01/04 16:05,882
2020/01/04 16:10,1176
2020/01/04 16:15,1733
2020/01/04 16:20,1292
2020/01/04 16:25,1008
2020/01/04 16:30,1067
2020/01/04 16:35,819
2020/01/04 16:40,980
